ErrorTROETID,FirmTROETID,ErrorTCode,ErrorTReason,ErrorTType,RepairTStatus,CATTReporterTCRD,CATTReporterTIMID,SubmitterTID,OrderTID,OrderTKeyTDate,TradeTID,TradeTKeyTDate,FulfillmentTID,FulfillmentTKeyTDate,QuoteTID,QuoteTKeyTDate,AllocationTID,AllocationTKeyTDate,Symbol,OptionTID,EventTType,EventTTimestamp,SeqTNo,Side,Price,Quantity,SenderTIMID,ReceiverTIMID,Destination,RoutedTOrderTID,Session,TapeTTradeTID,ParentTOrderTID,ParentTOrderTKeyTDate,PriorTOrderTID,PriorTOrderTKeyTDate,PriorTFulfillmentTID,PriorTFillTKeyTDate,PriorTQuoteTID,PriorTQuoteTKeyTDate,PriorTAllocationTID,PriorTAllocationTKeyTDate,RoutingTParty,Exchange,ReportingTSideTExecutingTMPID,ReportingTSideTTradeTID,ContraTSideTExecutingTMPID,ContraTSideTTradeTID,MarketTCenterTID,FirmTDesignatedTID,RepairTTimestamp,RepairedTBy,RepairTType,RepairTOrg.TID,RepairTSource,CorrectionTDue,FileTName
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T115408.938540007,,Buy,185.62,50,VCVW,NYSE,,VCW52600208178,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093926.249081357,,Buy,1763.51,5,VCVW,NYSE,,VCW52600113499,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T142151.697840512,,Short,490.13,1,VCVW,NYSE,,VCW52600277639,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T154839.980501678,,Sell,25.14,4093,VCVW,NYSE,,VCW52600317751,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T143911.953977264,,Sell,15.07,200,VCVW,NYSE,,VCW52600286022,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T152428.599041366,,Buy,23.92,100,VCVW,NYSE,,VCW52600305684,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T094250.732500898,,Buy,19.68,100,VCVW,NYSE,,VCW52600117472,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T104035.033497963,,Buy,10.53,100,VCVW,NYSE,,VCW52600168715,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T092843.040173252,,Sell,22.62,100,VCVW,NYSE,,VCW52600095573,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T094943.334323064,,Buy,24.12,100,VCVW,NYSE,,VCW52600125372,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T115022.336320435,,Short,23.27,500,VCVW,NYSE,,VCW52600206477,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T131938.078342081,,Short,24.44,300,VCVW,NYSE,,VCW52600247005,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093425.170700861,,Short,403.97,200,VCVW,NYSE,,VCW52600106084,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T094909.504484004,,Buy,22.07,100,VCVW,NYSE,,VCW52600124711,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T100525.302738848,,Buy,132.65,2,VCVW,NYSE,,VCW52600141404,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T100035.530489125,,Sell,21.26,100,VCVW,NYSE,,VCW52600136656,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T115502.095834794,,Sell,190.15,9,VCVW,NYSE,,VCW52600208672,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T130411.488545893,,Sell,20.78,91,VCVW,NYSE,,VCW52600239037,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T111714.792154347,,Buy,1773,10,VCVW,NYSE,,VCW52600189175,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093251.640084105,,Buy,131.43,50,VCVW,NYSE,,VCW52600103671,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T100810.500387913,,Buy,23.65,100,VCVW,NYSE,,VCW52600144008,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T121522.875419152,,Buy,4.13,600,VCVW,NYSE,,VCW52600217878,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T153552.206481103,,Short,18.67,100,VCVW,NYSE,,VCW52600311143,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T134428.357213819,,Sell,24.18,100,VCVW,NYSE,,VCW52600259737,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T105436.134276333,,Short,1793.77,10,VCVW,NYSE,,VCW52600177110,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T102015.355701877,,Sell,23,800,VCVW,NYSE,,VCW52600154453,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T121544.888881355,,Buy,17.1,100,VCVW,NYSE,,VCW52600217995,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T154638.283950631,,Sell,844,7,VCVW,NYSE,,VCW52600316648,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T092935.783572117,,Buy,76.68,200,VCVW,NYSE,,VCW52600097256,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T101436.246620175,,Sell,21.46,596,VCVW,NYSE,,VCW52600149994,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T124502.010572907,,Sell,23.56,100,VCVW,NYSE,,VCW52600229778,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T111504.045364239,,Buy,21.52,500,VCVW,NYSE,,VCW52600188109,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093143.290132628,,Sell,24.44,308,VCVW,NYSE,,VCW52600101592,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T120218.301716446,,Sell,20.74,100,VCVW,NYSE,,VCW52600212165,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T092328.223281908,,Buy,3.01,100,VCVW,NYSE,,VCW52600089038,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T152515.044351191,,Sell,24.02,110,VCVW,NYSE,,VCW52600306194,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T105457.066167962,,Buy,23.76,200,VCVW,NYSE,,VCW52600177323,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T153057.249504272,,Buy,1624.1,5,VCVW,NYSE,,VCW52600308983,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T134951.646200181,,Buy,7453,13,VCVW,NYSE,,VCW52600262547,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T102325.115424606,,Buy,21.27,100,VCVW,NYSE,,VCW52600157312,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T092935.841663931,,Buy,157.99,300,VCVW,NYSE,,VCW52600097257,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T154744.810687334,,Short,846.7,20,VCVW,NYSE,,VCW52600317175,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T100233.950056818,,Buy,18.15,100,VCVW,NYSE,,VCW52600138715,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T101434.227018084,,Buy,22.31,300,VCVW,NYSE,,VCW52600149961,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T105718.439126167,,Buy,63.03,10,VCVW,NYSE,,VCW52600178365,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T130339.196482373,,Short,20.52,100,VCVW,NYSE,,VCW52600238695,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T153508.306826352,,Sell,19.15,800,VCVW,NYSE,,VCW52600310586,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T095509.330317914,,Sell,24.47,135,VCVW,NYSE,,VCW52600131032,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T155601.005819198,,Buy,20.6,300,VCVW,NYSE,,VCW52600323575,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T093822.806267697,,Sell,19.89,100,VCVW,NYSE,,VCW52600112092,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T092952.832450114,,Buy,,114,VCVW,NYSE,,VCW52600098190,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T124113.083136223,,Buy,23.73,100,VCVW,NYSE,,VCW52600228166,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093046.533642718,,Sell,12.85,100,VCVW,NYSE,,VCW52600099951,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T141634.641097690,,Sell,17.88,82,VCVW,NYSE,,VCW52600273969,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093204.526410201,,Buy,25.12,100,VCVW,NYSE,,VCW52600102350,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T141625.395386652,,Short,31.48,500,VCVW,NYSE,,VCW52600273829,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T150414.981086294,,Short,7452.35,10,VCVW,NYSE,,VCW52600296394,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T154008.595249972,,Buy,3.59,7500,VCVW,NYSE,,VCW52600313336,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T112241.642979625,,Buy,19.7,100,VCVW,NYSE,,VCW52600192242,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T131819.456985833,,Sell,22.86,100,VCVW,NYSE,,VCW52600246249,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T112658.048148285,,Sell,18.36,879,VCVW,NYSE,,VCW52600194553,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T101218.007530120,,Sell,19.84,47,VCVW,NYSE,,VCW52600147813,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T103028.364167684,,Short,59.76,50,VCVW,NYSE,,VCW52600162238,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T103406.919954719,,Buy,23.02,100,VCVW,NYSE,,VCW52600164608,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T100241.277618059,,Sell,20.51,300,VCVW,NYSE,,VCW52600138838,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T092916.092185754,,Buy,,200,VCVW,NYSE,,VCW52600096619,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T143135.873381794,,Sell,25.22,100,VCVW,NYSE,,VCW52600282643,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T115559.602158502,,Sell,20.38,100,VCVW,NYSE,,VCW52600209021,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T095335.445002354,,Sell,8.46,82,VCVW,NYSE,,VCW52600129282,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T150134.347743272,,Short,18.23,50,VCVW,NYSE,,VCW52600295508,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T121105.269066325,,Sell,70,100,VCVW,NYSE,,VCW52600216202,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T092230.721594391,,Short,3.79,200,VCVW,NYSE,,VCW52600088208,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093032.812769022,,Sell,25.18,1000,VCVW,NYSE,,VCW52600099547,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093027.816622184,,Buy,29.31,200,VCVW,NYSE,,VCW52600099352,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T103846.446299997,,Sell,27.79,25,VCVW,NYSE,,VCW52600167552,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T115707.902988779,,Short,190.19,10,VCVW,NYSE,,VCW52600209486,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T090441.751027472,,Buy,23.7,100,VCVW,NYSE,,VCW52600075395,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T095250.712434864,,Buy,225.53,50,VCVW,NYSE,,VCW52600128509,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T123357.013402234,,Sell,20.7,84,VCVW,NYSE,,VCW52600225455,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T103449.266314238,,Buy,1609.5,5,VCVW,NYSE,,VCW52600165195,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T155932.933052918,,Buy,31.35,100,VCVW,NYSE,,VCW52600327639,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T124807.740746122,,Sell,17.93,1335,VCVW,NYSE,,VCW52600231141,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T134313.033424411,,Short,18.78,100,VCVW,NYSE,,VCW52600259163,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T152256.203932161,,Buy,20.51,2467,VCVW,NYSE,,VCW52600304978,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T152324.237357416,,Sell,19.41,208,VCVW,NYSE,,VCW52600305230,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T134048.900897538,,Buy,15.4,100,VCVW,NYSE,,VCW52600258126,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T141846.344976863,,Buy,7412.2,4,VCVW,NYSE,,VCW52600275944,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T155924.728690140,,Short,,500,VCVW,NYSE,,VCW52600327406,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T155822.661043256,,Short,21.5,500,VCVW,NYSE,,VCW52600326025,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T132526.174232923,,Buy,25.2,300,VCVW,NYSE,,VCW52600250355,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T100729.928525910,,Sell,24.48,72,VCVW,NYSE,,VCW52600143314,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T145551.135671990,,Sell,25.99,100,VCVW,NYSE,,VCW52600292855,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T122512.590331755,,Sell,20.74,100,VCVW,NYSE,,VCW52600221619,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T130951.605198312,,Buy,23.5,100,VCVW,NYSE,,VCW52600242072,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093728.692276692,,Short,48.18,100,VCVW,NYSE,,VCW52600110906,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T113459.787285106,,Sell,21.3,600,VCVW,NYSE,,VCW52600199065,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T122212.191385250,,Sell,21.39,100,VCVW,NYSE,,VCW52600220261,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T100144.329911677,,Sell,23.75,100,VCVW,NYSE,,VCW52600137873,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T100340.592132693,,Buy,20.62,100,VCVW,NYSE,,VCW52600139838,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T120840.591263540,,Sell,26.18,155,VCVW,NYSE,,VCW52600215053,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T094433.795060271,,Short,521.9,100,VCVW,NYSE,,VCW52600119448,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093511.965508987,,Short,22.81,100,VCVW,NYSE,,VCW52600107440,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T130854.520414228,,Buy,124.33,10,VCVW,NYSE,,VCW52600241653,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T094425.091049157,,Buy,14.54,500,VCVW,NYSE,,VCW52600119337,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T131718.618155412,,Sell,25.09,250,VCVW,NYSE,,VCW52600245771,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T154122.262967021,,Sell,25.9,1100,VCVW,NYSE,,VCW52600314011,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T095414.808267211,,Buy,20.32,100,VCVW,NYSE,,VCW52600129994,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T130810.646168695,,Sell,20.5,500,VCVW,NYSE,,VCW52600241230,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T152515.922856354,,Sell,21.09,100,VCVW,NYSE,,VCW52600306216,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T154948.938699092,,Buy,19.64,100,VCVW,NYSE,,VCW52600318506,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T111535.125041793,,Short,17.28,100,VCVW,NYSE,,VCW52600188364,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T101516.072871702,,Sell,23.09,300,VCVW,NYSE,,VCW52600150560,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093147.785069518,,Short,22.84,100,VCVW,NYSE,,VCW52600101727,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T113114.100067742,,Buy,1171.98,10,VCVW,NYSE,,VCW52600196920,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T155252.431365387,,Short,11.75,100,VCVW,NYSE,,VCW52600320931,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T151440.162079636,,Sell,25.07,100,VCVW,NYSE,,VCW52600300799,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T111435.170652049,,Short,523.43,10,VCVW,NYSE,,VCW52600187885,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093315.794351458,,Buy,17.02,100,VCVW,NYSE,,VCW52600104293,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T123302.156073631,,Buy,24.65,100,VCVW,NYSE,,VCW52600224968,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T092951.653678722,,Buy,76.7,495,VCVW,NYSE,,VCW52600098117,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T090230.030285668,,Sell,,2000,VCVW,NYSE,,VCW52600073795,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T122705.351465830,,Sell,22.89,277,VCVW,NYSE,,VCW52600222388,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T122028.953462352,,Sell,18.46,600,VCVW,NYSE,,VCW52600219618,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T104545.162677289,,Short,7458.8,10,VCVW,NYSE,,VCW52600171929,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T155025.751430498,,Buy,274.83,10,VCVW,NYSE,,VCW52600319180,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093820.744645731,,Buy,1762,3,VCVW,NYSE,,VCW52600112028,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093118.954341545,,Sell,23.65,1000,VCVW,NYSE,,VCW52600100871,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T101654.913960214,,Short,24.48,100,VCVW,NYSE,,VCW52600152017,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T104233.666752655,,Buy,25.68,100,VCVW,NYSE,,VCW52600169919,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T101944.534901439,,Buy,21.23,100,VCVW,NYSE,,VCW52600154066,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T151852.555382128,,Sell,21,45,VCVW,NYSE,,VCW52600302834,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T122221.841123299,,Sell,20.39,110,VCVW,NYSE,,VCW52600220317,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T110135.629984524,,Buy,25.71,100,VCVW,NYSE,,VCW52600180441,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T133038.928316672,,Sell,19.35,300,VCVW,NYSE,,VCW52600253366,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T125259.043662082,,Short,19.47,1000,VCVW,NYSE,,VCW52600233056,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T111650.687630651,,Buy,29.74,1,VCVW,NYSE,,VCW52600188993,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T110838.400673260,,Short,21.4,100,VCVW,NYSE,,VCW52600184542,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T122339.266125369,,Sell,24.45,100,VCVW,NYSE,,VCW52600220895,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T142704.883792569,,Short,19.84,50,VCVW,NYSE,,VCW52600280056,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T101149.188813319,,Sell,23.45,400,VCVW,NYSE,,VCW52600147157,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T112601.699416328,,Buy,18.04,1,VCVW,NYSE,,VCW52600194053,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T134401.992756697,,Sell,22.6,100,VCVW,NYSE,,VCW52600259549,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T092737.889396612,,Buy,,200,VCVW,NYSE,,VCW52600093463,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T155942.489412313,,Buy,8.24,50,VCVW,NYSE,,VCW52600328037,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T115313.449656729,,Buy,3.59,1665,VCVW,NYSE,,VCW52600207773,,,,,,,,,,,,,,,,,,,,,,,,,,,
