Error ROE ID,Firm ROE ID,Error Code,Error Reason,Error Type,Repair Status,CAT Reporter CRD,CAT Reporter IMID,Submitter ID,Order ID,Order Key Date,Trade ID,Trade Key Date,Fulfillment ID,Fulfillment Key Date,Quote ID,Quote Key Date,Allocation ID,Allocation Key Date,Symbol,Option ID,Event Type,Event Timestamp,Seq No,Side,Price,Quantity,Sender IMID,Receiver IMID,Destination,Routed Order ID,Session,Tape Trade ID,Parent Order ID,Parent Order Key Date,Prior Order ID,Prior Order Key Date,Prior Fulfillment ID,Prior Fill Key Date,Prior Quote ID,Prior Quote Key Date,Prior Allocation ID,Prior Allocation Key Date,Routing Party,Exchange,Reporting Side Executing MPID,Reporting Side Trade ID,Contra Side Executing MPID,Contra Side Trade ID,Market Center ID,Firm Designated ID,Repair Timestamp,Repaired By,Repair Type,Repair Org. ID,Repair Source,Correction Due,File Name
,,,,,,,,,,,,,,,,,,,OC,,EOA,20240621T094947.704824327,,Buy,175.31,50,VCVW,NYSE,,VCW52820154249,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PMT PRC,,EOA,20240620T093210.951087800,,Buy,19.15,100,VCVW,NYSE,,VCW52810139833,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,GS,,EOA,20240621T085521.569689160,,Buy,449.7,400,VCVW,NYSE,,VCW52820102071,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,AFGD,,EOA,20240620T111954.904704034,,Short,24.35,100,VCVW,NYSE,,VCW52810232184,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,VLD,,EOA,20240620T093213.884193735,,Buy,,500,VCVW,NYSE,,VCW52810139927,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SCE PRJ,,EOA,20240621T095735.928965500,,Buy,23.48,100,VCVW,NYSE,,VCW52820163403,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,MET PRA,,EOA,20240621T102206.045500282,,Buy,24.55,100,VCVW,NYSE,,VCW52820185782,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SLG PRI,,EOA,20240620T124040.825567014,,Buy,20.61,100,VCVW,NYSE,,VCW52810264899,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SFB,,EOA,20240621T153730.574795580,,Sell,21.95,100,VCVW,NYSE,,VCW52820341959,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,GPMT PRA,,EOA,20240620T102854.472083470,,Buy,16.08,100,VCVW,NYSE,,VCW52810199490,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,GPJA,,EOA,20240620T150827.422601236,,Buy,24.81,100,VCVW,NYSE,,VCW52810321212,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,KEY PRI,,EOA,20240620T144451.518327154,,Sell,23.75,100,VCVW,NYSE,,VCW52810310971,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CFG PRH,,EOA,20240620T133342.261245775,,Sell,26,1000,VCVW,NYSE,,VCW52810283647,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WFC PRL,,EOA,20240621T124029.670237254,,Buy,1181.3,20,VCVW,NYSE,,VCW52820260514,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,MS PRP,,EOA,20240620T095221.853107275,,Buy,26.14,100,VCVW,NYSE,,VCW52810165903,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BH,,EOA,20240620T101232.372074996,,Buy,181.61,10,VCVW,NYSE,,VCW52810186227,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,JPM PRM,,EOA,20240620T101508.126896490,,Sell,19.13,200,VCVW,NYSE,,VCW52810188578,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ABM,,EOA,20240620T134849.232443226,,Short,51.5,10,VCVW,NYSE,,VCW52810289070,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PMT PRA,,EOA,20240620T123352.976828906,,Short,23.85,100,VCVW,NYSE,,VCW52810262263,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CMS PRB,,EOA,20240620T153907.790408062,,Sell,78.63,100,VCVW,NYSE,,VCW52810335014,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,TNP PRE,,EOA,20240621T112729.284101763,,Sell,26.47,100,VCVW,NYSE,,VCW52820230001,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,KEY PRK,,EOA,20240621T132406.857591967,,Buy,20.58,54,VCVW,NYSE,,VCW52820279259,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ACN,,EOA,20240620T092945.617698360,,Sell,,255,VCVW,NYSE,,VCW52810135466,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,JNJ,,EOA,20240620T092136.282571731,,Buy,145.44,100,VCVW,NYSE,,VCW52810124268,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PRIF PRK,,EOA,20240621T093140.536177776,,Sell,21.39,49,VCVW,NYSE,,VCW52820130406,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BRK A,,EOA,20240620T103040.023025923,,Buy,608710.03,1,VCVW,NYSE,,VCW52810200930,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WFC PRD,,EOA,20240621T111142.267296957,,Sell,18.8,100,VCVW,NYSE,,VCW52820221516,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,TVC,,EOA,20240620T093050.713866416,,Sell,22.45,200,VCVW,NYSE,,VCW52810137797,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,JPM PRC,,EOA,20240621T112834.743551433,,Short,25.23,600,VCVW,NYSE,,VCW52820230722,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,AVBP,,EOA,20240620T152847.716267136,,Sell,16.82,71,VCVW,NYSE,,VCW52810330478,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SSBK,,EOA,20240621T130025.676554190,,Buy,25.46,50,VCVW,NYSE,,VCW52820268817,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,TEL,,EOA,20240621T111057.071084402,,Sell,151.35,41,VCVW,NYSE,,VCW52820221110,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NLY PRG,,EOA,20240620T101244.293537986,,Buy,24.82,100,VCVW,NYSE,,VCW52810186424,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,HTFC,,EOA,20240621T112717.778183861,,Buy,23.7,200,VCVW,NYSE,,VCW52820229929,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BFS,,EOA,20240620T113255.313672457,,Short,36.53,50,VCVW,NYSE,,VCW52810239673,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SEB,,EOA,20240621T102601.564182293,,Sell,3027,1,VCVW,NYSE,,VCW52820189372,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,MS PRP,,EOA,20240621T120105.005292622,,Sell,26.38,1989,VCVW,NYSE,,VCW52820245705,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ASR,,EOA,20240620T140444.830059182,,Buy,309.8,10,VCVW,NYSE,,VCW52810294930,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,HUBB,,EOA,20240621T104853.663446968,,Short,379.73,10,VCVW,NYSE,,VCW52820206437,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,STM,,EOA,20240620T092950.367102981,,Sell,,100,VCVW,NYSE,,VCW52810135675,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,RNR PRF,,EOA,20240620T091540.911366991,,Short,23.08,231,VCVW,NYSE,,VCW52810119213,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NVR,,EOA,20240620T112847.699416031,,Short,7454.8,2,VCVW,NYSE,,VCW52810237161,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ATH PRB,,EOA,20240621T112614.215313078,,Sell,20.85,100,VCVW,NYSE,,VCW52820229460,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NQP,,EOA,20240620T091758.348732786,,Buy,12.01,800,VCVW,NYSE,,VCW52810121223,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ATH PRB,,EOA,20240620T122238.488538771,,Sell,20.9,100,VCVW,NYSE,,VCW52810257761,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ECCX,,EOA,20240620T101053.985930367,,Buy,24.4,100,VCVW,NYSE,,VCW52810184176,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,AZO,,EOA,20240620T151002.525362133,,Short,3023.75,10,VCVW,NYSE,,VCW52810321869,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ATLCL,,EOA,20240620T093128.297994581,,Sell,23.15,100,VCVW,NYSE,,VCW52810138826,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,MET PRF,,EOA,20240620T124832.756385256,,Buy,20.71,88,VCVW,NYSE,,VCW52810268125,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SLG PRI,,EOA,20240620T094713.496870109,,Buy,20.62,100,VCVW,NYSE,,VCW52810159582,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NC,,EOA,20240621T140523.610429984,,Buy,29.55,200,VCVW,NYSE,,VCW52820297505,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BMA,,EOA,20240620T155658.587983518,,Buy,58.94,30,VCVW,NYSE,,VCW52810347432,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BRK A,,EOA,20240620T100035.619802037,,Buy,611820.2,1,VCVW,NYSE,,VCW52810174407,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SREA,,EOA,20240621T113341.617020847,,Sell,23.44,100,VCVW,NYSE,,VCW52820233390,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ARGO PRA,,EOA,20240620T155931.469382860,,Sell,24.89,205,VCVW,NYSE,,VCW52810350788,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SYF PRA,,EOA,20240620T152722.530712047,,Sell,18.45,90,VCVW,NYSE,,VCW52810329762,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SEB,,EOA,20240621T101932.385641145,,Sell,3019.7,4,VCVW,NYSE,,VCW52820183499,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,C PRN,,EOA,20240621T092950.688211967,,Short,29.55,500,VCVW,NYSE,,VCW52820126543,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,KEY PRL,,EOA,20240621T093025.238629767,,Short,23.04,50,VCVW,NYSE,,VCW52820128146,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,MIO,,EOA,20240620T092550.527997136,,Buy,11.55,500,VCVW,NYSE,,VCW52810128609,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BIPH,,EOA,20240621T100049.038561252,,Sell,17.14,84,VCVW,NYSE,,VCW52820166550,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,MITT PRB,,EOA,20240621T123435.426301666,,Short,19.55,100,VCVW,NYSE,,VCW52820258049,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DLNG PRB,,EOA,20240620T093636.557116439,,Short,26.13,100,VCVW,NYSE,,VCW52810146285,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DELL,,EOA,20240620T092856.019954291,,Sell,157,164,VCVW,NYSE,,VCW52810133632,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,GPMT PRA,,EOA,20240620T151645.604072236,,Sell,16.4,200,VCVW,NYSE,,VCW52810324791,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,USB PRR,,EOA,20240621T104605.373055916,,Short,17.77,200,VCVW,NYSE,,VCW52820204344,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CTA PRB,,EOA,20240621T093735.242167718,,Sell,70.8,200,VCVW,NYSE,,VCW52820138887,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BWNB,,EOA,20240621T095522.013248801,,Short,20.44,100,VCVW,NYSE,,VCW52820161103,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WFC PRL,,EOA,20240621T102519.493024402,,Buy,1178.2,10,VCVW,NYSE,,VCW52820188749,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WFC PRZ,,EOA,20240620T103333.808880895,,Buy,20.47,100,VCVW,NYSE,,VCW52810203042,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,GPJA,,EOA,20240620T145712.872185029,,Buy,24.97,400,VCVW,NYSE,,VCW52810316212,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CR,,EOA,20240621T100920.766636517,,Buy,142.8,50,VCVW,NYSE,,VCW52820174199,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,MS PRP,,EOA,20240620T093230.197517956,,Short,26.38,100,VCVW,NYSE,,VCW52810140385,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WFC PRL,,EOA,20240620T093017.278810383,,Buy,1179.11,10,VCVW,NYSE,,VCW52810136831,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SNV PRE,,EOA,20240621T122543.735438289,,Buy,24.85,100,VCVW,NYSE,,VCW52820254420,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,UNMA,,EOA,20240620T101033.163089146,,Buy,24.95,100,VCVW,NYSE,,VCW52810183824,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WFC PRA,,EOA,20240621T131433.863893607,,Sell,20.43,100,VCVW,NYSE,,VCW52820274581,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,GNTY,,EOA,20240620T155146.528755533,,Short,29.8,100,VCVW,NYSE,,VCW52810342338,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CIM PRA,,EOA,20240621T103400.967504703,,Sell,21.67,300,VCVW,NYSE,,VCW52820195959,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,RZC,,EOA,20240620T095017.568695273,,Sell,26.25,67,VCVW,NYSE,,VCW52810163510,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WM,,EOA,20240621T103508.194588934,,Sell,208.63,50,VCVW,NYSE,,VCW52820196702,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,STG,,EOA,20240621T112227.872303579,,Buy,6.74,1000,VCVW,NYSE,,VCW52820227557,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BRK A,,EOA,20240621T155700.418883617,,Short,616990,1,VCVW,NYSE,,VCW52820358829,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SEB,,EOA,20240620T101540.518644191,,Sell,3015,1,VCVW,NYSE,,VCW52810189054,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CMRE PRC,,EOA,20240620T094245.524999537,,Buy,25.36,100,VCVW,NYSE,,VCW52810153926,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SOJD,,EOA,20240621T100941.753800737,,Short,22.19,100,VCVW,NYSE,,VCW52820174487,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ATH PRD,,EOA,20240621T094700.073533286,,Sell,18.63,184,VCVW,NYSE,,VCW52820150920,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BML PRL,,EOA,20240620T150947.573053689,,Sell,22.68,5,VCVW,NYSE,,VCW52810321713,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,RZC,,EOA,20240620T151817.552838292,,Sell,26.31,2000,VCVW,NYSE,,VCW52810325538,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SCE PRL,,EOA,20240620T094303.442269390,,Buy,19.47,331,VCVW,NYSE,,VCW52810154285,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BRK A,,EOA,20240620T110104.306420943,,Short,608759.97,1,VCVW,NYSE,,VCW52810220746,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,GPJA,,EOA,20240621T093718.490714375,,Buy,24.86,200,VCVW,NYSE,,VCW52820138519,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BWNB,,EOA,20240621T121016.590092646,,Short,20.4,100,VCVW,NYSE,,VCW52820249495,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BRK A,,EOA,20240620T102728.060289010,,Buy,609030.03,1,VCVW,NYSE,,VCW52810198428,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SCE PRL,,EOA,20240620T100106.318109874,,Buy,19.33,100,VCVW,NYSE,,VCW52810175002,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,RH,,EOA,20240620T110500.501643786,,Short,218.26,100,VCVW,NYSE,,VCW52810222929,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PSA PRO,,EOA,20240621T115145.918679983,,Buy,17.08,100,VCVW,NYSE,,VCW52820241922,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,GOODN,,EOA,20240621T125319.330008686,,Buy,23.03,100,VCVW,NYSE,,VCW52820266037,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ATH PRB,,EOA,20240621T134753.757061383,,Sell,20.87,100,VCVW,NYSE,,VCW52820290001,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NVR,,EOA,20240620T143633.900974687,,Short,7544.85,10,VCVW,NYSE,,VCW52810307413,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,KR,,EOA,20240621T092951.908414536,,Buy,,33,VCVW,NYSE,,VCW52820126597,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ADM,,EOA,20240621T151914.295445491,,Buy,,100,VCVW,NYSE,,VCW52820332642,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,MITT PRC,,EOA,20240620T120331.588429758,,Sell,24.2,100,VCVW,NYSE,,VCW52810252678,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BIPJ,,EOA,20240621T100617.905650444,,Buy,24.91,500,VCVW,NYSE,,VCW52820171653,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,JLS,,EOA,20240620T091013.726068817,,Short,17.86,400,VCVW,NYSE,,VCW52810114904,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PSA PRP,,EOA,20240621T093128.521769227,,Sell,17.56,45,VCVW,NYSE,,VCW52820130016,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SCHW PRJ,,EOA,20240621T104825.459312591,,Short,20.34,100,VCVW,NYSE,,VCW52820206094,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SEB,,EOA,20240621T102046.262052157,,Short,3014.9,11,VCVW,NYSE,,VCW52820184495,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SITC PRA,,EOA,20240620T134055.833809638,,Short,21.92,100,VCVW,NYSE,,VCW52810286441,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SREA,,EOA,20240621T114931.370954037,,Sell,23.43,137,VCVW,NYSE,,VCW52820241042,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PTA,,EOA,20240621T090400.375873793,,Short,19.54,400,VCVW,NYSE,,VCW52820106124,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WBS PRF,,EOA,20240620T095827.929511969,,Short,20.37,200,VCVW,NYSE,,VCW52810172260,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ECCC,,EOA,20240620T112906.078568766,,Buy,22.22,100,VCVW,NYSE,,VCW52810237330,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,MIO,,EOA,20240620T093527.360649332,,Sell,11.51,200,VCVW,NYSE,,VCW52810144385,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SAT,,EOA,20240621T094727.389672332,,Buy,23.61,300,VCVW,NYSE,,VCW52820151676,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CL,,EOA,20240621T092955.602437335,,Buy,,100,VCVW,NYSE,,VCW52820126814,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DELL,,EOA,20240621T093131.563898396,,Buy,,300,VCVW,NYSE,,VCW52820130108,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,AGM PRF,,EOA,20240621T101537.636326870,,Sell,21.41,100,VCVW,NYSE,,VCW52820179670,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NWLI,,EOA,20240621T130736.034883138,,Buy,495.02,10,VCVW,NYSE,,VCW52820271690,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BRK A,,EOA,20240620T110504.766141103,,Short,609219.99,1,VCVW,NYSE,,VCW52810222965,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ALL PRB,,EOA,20240620T102054.326328150,,Sell,26.03,1688,VCVW,NYSE,,VCW52810193454,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BRK A,,EOA,20240621T153314.776379315,,Short,615180,1,VCVW,NYSE,,VCW52820339554,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SEB,,EOA,20240621T150234.089911692,,Buy,3014,1,VCVW,NYSE,,VCW52820324508,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,EFC PRD,,EOA,20240621T120157.362764150,,Buy,22.7,100,VCVW,NYSE,,VCW52820246060,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SNDA,,EOA,20240621T121830.965923959,,Buy,26.47,50,VCVW,NYSE,,VCW52820252005,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BRK A,,EOA,20240621T102507.715423757,,Buy,616500,1,VCVW,NYSE,,VCW52820188589,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PRIF PRL,,EOA,20240620T155607.830113751,,Sell,22.98,100,VCVW,NYSE,,VCW52810346628,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SCHW PRJ,,EOA,20240621T132828.510021471,,Buy,20.2,200,VCVW,NYSE,,VCW52820281211,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NYCB PRA,,EOA,20240620T132735.124020367,,Short,18.06,100,VCVW,NYSE,,VCW52810281700,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BML PRG,,EOA,20240620T103523.868222496,,Buy,22.45,100,VCVW,NYSE,,VCW52810204462,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NVR,,EOA,20240620T112423.909482080,,Short,7454.8,6,VCVW,NYSE,,VCW52810234719,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,KEY PRK,,EOA,20240621T132235.208564806,,Buy,20.16,100,VCVW,NYSE,,VCW52820278305,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR PRC,,EOA,20240620T105544.197934121,,Buy,22.65,100,VCVW,NYSE,,VCW52810217594,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WAFDP,,EOA,20240621T110131.183854978,,Buy,14.73,100,VCVW,NYSE,,VCW52820215511,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,RZC,,EOA,20240620T095408.851453382,,Sell,26.28,1000,VCVW,NYSE,,VCW52810167803,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,RNR PRF,,EOA,20240620T092649.335307223,,Short,23.06,200,VCVW,NYSE,,VCW52810129979,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NAC,,EOA,20240621T092145.630771226,,Short,11.54,700,VCVW,NYSE,,VCW52820116460,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,RF PRC,,EOA,20240621T111055.422836540,,Short,22.97,100,VCVW,NYSE,,VCW52820221097,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SREA,,EOA,20240621T110601.363906059,,Short,23.48,100,VCVW,NYSE,,VCW52820218171,,,,,,,,,,,,,,,,,,,,,,,,,,,
